check,lhs,rhs,abs_diff,pass
primary_or_old_vs_ipw_observed,3.3165888524363547,3.3165888524363547,0.0,True
primary_or_old_vs_final_weighted,3.3165888524363547,3.316588852436356,1.3322676295501878e-15,True
ipw_observed_vs_final_weighted_main,3.3165888524363547,3.316588852436356,1.3322676295501878e-15,True
ipw_adjusted_vs_final_selection_adjusted,3.3301724223616804,3.3301724223616773,3.1086244689504383e-15,True
overall_prevalence_old_vs_final,0.6499160836406934,0.6499160836406934,0.0,True
overall_mean_old_vs_final,0.143141839150662,0.143141839150662,0.0,True
key_or_main_matches_final_ipcmp,3.31658885243636,3.316588852436356,3.9968028886505635e-15,True
key_or_ipw_matches_final_ipcmp,3.33017242236168,3.3301724223616773,2.6645352591003757e-15,True
